zip,compid,compname,comrate,indrate,resrate
43054,04062,Columbus Southern Power Co.,68.9,51.29,87.05
73018,15474,PSC of Oklahoma,74.19,58.93,84.1
30731,07140,Georgia Power Co.,76.3,54.04,88.77
07757,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
01098,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
70443,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
83657,09191,Idaho Power Co.,43.18,34.12,59.12
10579,03249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
15057,05487,Duquesne Light Co.,88.77,83.03,104.34
20882,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
04650,01179,Bangor Hydro-Electric Co.,0,0,0
30668,07140,Georgia Power Co.,76.3,54.04,88.77
44506,13998,Ohio Edison Co.,100.63,59.53,104.78
85653,00803,Arizona Public Service Co.,87.13,61.11,98.47
45370,04922,Dayton Power & Light Co.,75.88,63.79,94.01
45346,04922,Dayton Power & Light Co.,75.88,63.79,94.01
46933,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
55301,13781,Northern States Power Co.,69.79,57.42,89.95
54888,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
24986,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
76858,20404,AEP Texas North Co.,0,0,0
23404,05027,Delmarva Power & Light Co.,103.72,58.26,118.69
43028,14006,Ohio Power Co.,63.8,43.58,75.25
53569,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
48089,05109,Detroit Edison Co.,85.32,59.4,102.07
67202,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
12847,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
43767,14006,Ohio Power Co.,63.8,43.58,75.25
12169,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
19543,12390,Metropolitan Edison Co.,82.19,64.62,93.56
50653,09162,Interstate Power & Light Co.,0,0,0
03303,15472,PSC of New Hampshire,136.75,128.88,151.42
87062,15473,Public Service Co. of New Mexico,70.15,47.1,80.38
51235,12341,MidAmerican Energy Co.,65.04,40.61,86.15
95610,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
84004,14354,PacifiCorp.,59.39,40.36,69.43
44443,13998,Ohio Edison Co.,100.63,59.53,104.78
53528,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
39364,00195,Alabama Power Co.,81.85,49.23,89.32
54856,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
33774,06455,Florida Power Corp.,95.25,83.1,117.91
43906,20521,Wheeling Power Co.,53.61,31.24,57.37
66856,22500,Westar Energy Inc.,0,0,0
60563,04110,Commonwealth Edison Co.,76.48,55.66,86.59
54977,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
10003,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
40006,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
62418,09208,Illinois Power Co.,73.39,46.63,77.12
66872,22500,Westar Energy Inc.,0,0,0
25879,00733,Appalachian Power Co.,52.6,36.59,58.52
21009,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
92404,17609,Southern California Edison Co.,144.53,119.66,157.72
73092,15474,PSC of Oklahoma,74.19,58.93,84.1
87577,15466,PSC of Colorado,74.07,58.3,88.42
15905,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
25504,00733,Appalachian Power Co.,52.6,36.59,58.52
17363,12390,Metropolitan Edison Co.,82.19,64.62,93.56
54612,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
53926,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
07040,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
21219,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
98058,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
27910,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
03585,26510,Granite State Electric Co.,106.11,104.12,125.3
01907,11804,Massachusetts Electric Co.,160.29,159.57,154.32
59526,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
01226,11804,Massachusetts Electric Co.,160.29,159.57,154.32
14546,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
62883,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
49113,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
56379,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
26151,12796,Monongahela Power Co.,59.39,41.09,72.5
02726,11804,Massachusetts Electric Co.,160.29,159.57,154.32
15082,20387,West Penn Power Co.,61.26,47.16,71.66
64153,10000,Kansas City Power & Light Co.,60.27,46.48,71
16313,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
76464,20404,AEP Texas North Co.,0,0,0
67049,12698,Aquila Inc.,68.63,52.06,84.81
50234,12341,MidAmerican Energy Co.,65.04,40.61,86.15
75125,A3483,Oncor Electric Delivery Co.,0,0,0
45432,04922,Dayton Power & Light Co.,75.88,63.79,94.01
27295,05416,Duke Power Co.,63.62,44.52,78.13
49249,04254,Consumers Energy Co.,84.9,65.38,95.35
56055,09162,Interstate Power & Light Co.,0,0,0
93906,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
60536,04110,Commonwealth Edison Co.,76.48,55.66,86.59
45404,04922,Dayton Power & Light Co.,75.88,63.79,94.01
75090,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
95714,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
39827,07140,Georgia Power Co.,76.3,54.04,88.77
76227,A3483,Oncor Electric Delivery Co.,0,0,0
30711,07140,Georgia Power Co.,76.3,54.04,88.77
19080,14940,PECO Energy Co.,121.2,81.88,139.07
97218,14354,PacifiCorp.,59.39,40.36,69.43
56241,13781,Northern States Power Co.,69.79,57.42,89.95
06890,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
72368,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
50629,09162,Interstate Power & Light Co.,0,0,0
54180,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
22101,15270,Potomac Electric Power Co.,116.6,0,116.65
50249,09162,Interstate Power & Light Co.,0,0,0
78574,03278,AEP Texas Central Co.,0,0,0
28792,05416,Duke Power Co.,63.62,44.52,78.13
12503,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
63436,19436,Union Electric Co.,56.56,41.72,69.64
83804,20169,Avista Corp.,72.22,45.09,65.6
14820,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
12183,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
62208,09208,Illinois Power Co.,73.39,46.63,77.12
67575,12698,Aquila Inc.,68.63,52.06,84.81
04777,11522,Maine Public Service Co.,0,0,0
83114,14354,PacifiCorp.,59.39,40.36,69.43
53556,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
57232,14232,Otter Tail Power Co.,64.49,50.72,74.26
93105,17609,Southern California Edison Co.,144.53,119.66,157.72
51550,12341,MidAmerican Energy Co.,65.04,40.61,86.15
74015,15474,PSC of Oklahoma,74.19,58.93,84.1
48860,04254,Consumers Energy Co.,84.9,65.38,95.35
96814,19547,"Hawaiian Electric Co., Inc.",180.52,157.27,200.63
07628,16213,Rockland Electric Co.,112.9,109.06,119.7
32680,06455,Florida Power Corp.,95.25,83.1,117.91
67525,12698,Aquila Inc.,68.63,52.06,84.81
50841,12341,MidAmerican Energy Co.,65.04,40.61,86.15
80504,15466,PSC of Colorado,74.07,58.3,88.42
04923,03266,Central Maine Power Co.,129.63,0,144.58
40077,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
16370,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
61115,04110,Commonwealth Edison Co.,76.48,55.66,86.59
49040,04254,Consumers Energy Co.,84.9,65.38,95.35
40206,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
12819,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
53014,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
35226,00195,Alabama Power Co.,81.85,49.23,89.32
17953,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
73624,15474,PSC of Oklahoma,74.19,58.93,84.1
50128,09162,Interstate Power & Light Co.,0,0,0
77493,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
50073,12341,MidAmerican Energy Co.,65.04,40.61,86.15
59333,12819,Montana Dakota Utilities Co.,0,0,0
43143,04062,Columbus Southern Power Co.,68.9,51.29,87.05
04091,03266,Central Maine Power Co.,129.63,0,144.58
62671,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
60565,04110,Commonwealth Edison Co.,76.48,55.66,86.59
77372,07806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
55049,13781,Northern States Power Co.,69.79,57.42,89.95
89509,17166,Sierra Pacific Power Co.,119,96.25,128.65
83623,09191,Idaho Power Co.,43.18,34.12,59.12
36444,00195,Alabama Power Co.,81.85,49.23,89.32
93660,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
40108,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
41063,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
44624,13998,Ohio Edison Co.,100.63,59.53,104.78
77095,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
77582,07806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
85603,00803,Arizona Public Service Co.,87.13,61.11,98.47
57003,13781,Northern States Power Co.,69.79,57.42,89.95
01745,01998,Boston Edison Co.,193.53,199.87,201.75
46203,09273,Indianapolis Power & Light Co.,78.31,55.76,72.34
36105,00195,Alabama Power Co.,81.85,49.23,89.32
56146,09162,Interstate Power & Light Co.,0,0,0
07422,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
74011,15474,PSC of Oklahoma,74.19,58.93,84.1
28032,05416,Duke Power Co.,63.62,44.52,78.13
24137,00733,Appalachian Power Co.,52.6,36.59,58.52
93271,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
07922,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
60062,04110,Commonwealth Edison Co.,76.48,55.66,86.59
30084,07140,Georgia Power Co.,76.3,54.04,88.77
44418,13998,Ohio Edison Co.,100.63,59.53,104.78
79360,A3483,Oncor Electric Delivery Co.,0,0,0
21108,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
19803,05027,Delmarva Power & Light Co.,103.72,58.26,118.69
50038,12341,MidAmerican Energy Co.,65.04,40.61,86.15
97488,14354,PacifiCorp.,59.39,40.36,69.43
67560,12698,Aquila Inc.,68.63,52.06,84.81
21704,15263,Potomac Edison Co.,80.14,52.31,69.2
05343,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
72112,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
31096,07140,Georgia Power Co.,76.3,54.04,88.77
54738,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
61053,04110,Commonwealth Edison Co.,76.48,55.66,86.59
55720,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
79777,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
66070,22500,Westar Energy Inc.,0,0,0
79546,20404,AEP Texas North Co.,0,0,0
22408,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
15104,05487,Duquesne Light Co.,88.77,83.03,104.34
13642,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
23662,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
55412,13781,Northern States Power Co.,69.79,57.42,89.95
37419,07140,Georgia Power Co.,76.3,54.04,88.77
02128,11804,Massachusetts Electric Co.,160.29,159.57,154.32
16125,14716,Pennsylvania Power Co.,73.87,54.63,82.95
30113,07140,Georgia Power Co.,76.3,54.04,88.77
48179,05109,Detroit Edison Co.,85.32,59.4,102.07
56527,14232,Otter Tail Power Co.,64.49,50.72,74.26
08341,00963,Atlantic City Electric Co.,128.04,108.74,137.77
12465,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
73550,15474,PSC of Oklahoma,74.19,58.93,84.1
38927,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
25143,00733,Appalachian Power Co.,52.6,36.59,58.52
52068,09162,Interstate Power & Light Co.,0,0,0
44438,14716,Pennsylvania Power Co.,73.87,54.63,82.95
04943,03266,Central Maine Power Co.,129.63,0,144.58
50438,09162,Interstate Power & Light Co.,0,0,0
36759,00195,Alabama Power Co.,81.85,49.23,89.32
59910,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
32509,07801,Gulf Power Co.,79.83,61.94,94.18
11238,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
30720,07140,Georgia Power Co.,76.3,54.04,88.77
25705,00733,Appalachian Power Co.,52.6,36.59,58.52
96020,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
64153,22500,Westar Energy Inc.,0,0,0
36280,00195,Alabama Power Co.,81.85,49.23,89.32
15456,20387,West Penn Power Co.,61.26,47.16,71.66
50049,09162,Interstate Power & Light Co.,0,0,0
56467,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
08002,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
25024,00733,Appalachian Power Co.,52.6,36.59,58.52
24091,00733,Appalachian Power Co.,52.6,36.59,58.52
49665,04254,Consumers Energy Co.,84.9,65.38,95.35
12469,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
92028,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
47546,17633,Southern Indiana Gas & Electric Co.,71.27,51.51,89.69
76648,A3483,Oncor Electric Delivery Co.,0,0,0
45638,04062,Columbus Southern Power Co.,68.9,51.29,87.05
88022,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
52133,09162,Interstate Power & Light Co.,0,0,0
01005,11804,Massachusetts Electric Co.,160.29,159.57,154.32
49908,19578,Upper Peninsula Power Co.,115.43,73.07,137.87
54175,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
94928,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
85714,24211,Tucson Electric Power Co.,103.76,65.74,90.9
04330,03266,Central Maine Power Co.,129.63,0,144.58
29621,05416,Duke Power Co.,63.62,44.52,78.13
14138,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
56475,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
97347,15248,Portland General Electric Co.,75.02,58.26,82.88
06783,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
20732,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
41555,22053,Kentucky Power Co.,67.59,42.47,64.98
77442,03278,AEP Texas Central Co.,0,0,0
55324,13781,Northern States Power Co.,69.79,57.42,89.95
82430,14354,PacifiCorp.,59.39,40.36,69.43
24572,00733,Appalachian Power Co.,52.6,36.59,58.52
30510,07140,Georgia Power Co.,76.3,54.04,88.77
08041,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
76077,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
86314,00803,Arizona Public Service Co.,87.13,61.11,98.47
99720,00219,Alaska Power & Telephone Co.,0,0,0
48884,04254,Consumers Energy Co.,84.9,65.38,95.35
45325,04922,Dayton Power & Light Co.,75.88,63.79,94.01
71861,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
33920,06452,Florida Power & Light Co.,106.06,88.71,119
44413,13998,Ohio Edison Co.,100.63,59.53,104.78
13164,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
98941,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
58228,13781,Northern States Power Co.,69.79,57.42,89.95
44485,13998,Ohio Edison Co.,100.63,59.53,104.78
40461,49998,Berea Municipal Utilities,0,0,0
70346,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
20012,15270,Potomac Electric Power Co.,116.6,0,116.65
24292,00733,Appalachian Power Co.,52.6,36.59,58.52
04970,03266,Central Maine Power Co.,129.63,0,144.58
61265,12341,MidAmerican Energy Co.,65.04,40.61,86.15
89430,17166,Sierra Pacific Power Co.,119,96.25,128.65
24058,00733,Appalachian Power Co.,52.6,36.59,58.52
14885,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
03276,04148,"Unitil Energy Systems, Inc.",0,0,0
14816,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
94525,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
61256,12341,MidAmerican Energy Co.,65.04,40.61,86.15
96753,11843,"Maui Electric Co., Ltd.",284.49,248.54,280.46
45122,03542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
66769,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
55369,13781,Northern States Power Co.,69.79,57.42,89.95
76692,A3483,Oncor Electric Delivery Co.,0,0,0
13865,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
89425,17166,Sierra Pacific Power Co.,119,96.25,128.65
41339,22053,Kentucky Power Co.,67.59,42.47,64.98
99176,20169,Avista Corp.,72.22,45.09,65.6
35294,00195,Alabama Power Co.,81.85,49.23,89.32
56280,14232,Otter Tail Power Co.,64.49,50.72,74.26
76363,20404,AEP Texas North Co.,0,0,0
04983,03266,Central Maine Power Co.,129.63,0,144.58
98310,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
13820,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
29148,03046,Carolina Power & Light Co.,74.34,57.46,90.23
05734,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
29848,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
93266,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
49874,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
25843,00733,Appalachian Power Co.,52.6,36.59,58.52
55373,13781,Northern States Power Co.,69.79,57.42,89.95
06334,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
17855,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
77418,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
49667,04254,Consumers Energy Co.,84.9,65.38,95.35
02150,01998,Boston Edison Co.,193.53,199.87,201.75
72058,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
56060,09162,Interstate Power & Light Co.,0,0,0
22504,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
72533,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
20851,15270,Potomac Electric Power Co.,116.6,0,116.65
92804,17609,Southern California Edison Co.,144.53,119.66,157.72
13795,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
88260,17718,Southwestern Public Service Co.,76.73,54.1,82.84
56110,09162,Interstate Power & Light Co.,0,0,0
27105,05416,Duke Power Co.,63.62,44.52,78.13
82421,14354,PacifiCorp.,59.39,40.36,69.43
30127,07140,Georgia Power Co.,76.3,54.04,88.77
60442,04110,Commonwealth Edison Co.,76.48,55.66,86.59
19317,14940,PECO Energy Co.,121.2,81.88,139.07
31816,07140,Georgia Power Co.,76.3,54.04,88.77
95542,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
62047,19436,Union Electric Co.,56.56,41.72,69.64
49948,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
07753,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
17728,20387,West Penn Power Co.,61.26,47.16,71.66
12993,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
26346,12796,Monongahela Power Co.,59.39,41.09,72.5
40121,10171,Kentucky Utilities Co.,57.83,45.19,60.29
94502,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
74741,A3483,Oncor Electric Delivery Co.,0,0,0
16222,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
23357,05027,Delmarva Power & Light Co.,103.72,58.26,118.69
80107,15466,PSC of Colorado,74.07,58.3,88.42
51240,13781,Northern States Power Co.,69.79,57.42,89.95
77532,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
56017,13781,Northern States Power Co.,69.79,57.42,89.95
14462,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
04864,03266,Central Maine Power Co.,129.63,0,144.58
66770,05860,Empire District Electric Co.,74.74,56.59,83.94
32725,06455,Florida Power Corp.,95.25,83.1,117.91
13803,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
97344,14354,PacifiCorp.,59.39,40.36,69.43
17221,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
03833,04148,"Unitil Energy Systems, Inc.",0,0,0
44427,13998,Ohio Edison Co.,100.63,59.53,104.78
53228,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
02093,01998,Boston Edison Co.,193.53,199.87,201.75
50010,09162,Interstate Power & Light Co.,0,0,0
05146,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
26424,12796,Monongahela Power Co.,59.39,41.09,72.5
79124,17718,Southwestern Public Service Co.,76.73,54.1,82.84
64442,12698,Aquila Inc.,68.63,52.06,84.81
15853,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
43232,04062,Columbus Southern Power Co.,68.9,51.29,87.05
14127,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
79416,17718,Southwestern Public Service Co.,76.73,54.1,82.84
77486,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
29592,03046,Carolina Power & Light Co.,74.34,57.46,90.23
12580,03249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
20217,15270,Potomac Electric Power Co.,116.6,0,116.65
40070,10171,Kentucky Utilities Co.,57.83,45.19,60.29
59071,14354,PacifiCorp.,59.39,40.36,69.43
72830,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
16550,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
64644,19436,Union Electric Co.,56.56,41.72,69.64
90230,17609,Southern California Edison Co.,144.53,119.66,157.72
58495,12819,Montana Dakota Utilities Co.,0,0,0
79789,A3483,Oncor Electric Delivery Co.,0,0,0
86322,00803,Arizona Public Service Co.,87.13,61.11,98.47
