zip,compid,compname,comrate,indrate,resrate
15940,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
98274,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
60194,04110,Commonwealth Edison Co.,76.48,55.66,86.59
24894,00733,Appalachian Power Co.,52.6,36.59,58.52
04988,03266,Central Maine Power Co.,129.63,0,144.58
15049,20387,West Penn Power Co.,61.26,47.16,71.66
32024,06452,Florida Power & Light Co.,106.06,88.71,119
24179,00733,Appalachian Power Co.,52.6,36.59,58.52
60610,04110,Commonwealth Edison Co.,76.48,55.66,86.59
26601,12796,Monongahela Power Co.,59.39,41.09,72.5
49325,04254,Consumers Energy Co.,84.9,65.38,95.35
77713,07806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
02920,13214,Narragansett Electric Co.,136.93,127.63,150.98
51365,09162,Interstate Power & Light Co.,0,0,0
53108,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
49880,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
55441,13781,Northern States Power Co.,69.79,57.42,89.95
59825,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
18034,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
98072,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
83536,20169,Avista Corp.,72.22,45.09,65.6
19808,05027,Delmarva Power & Light Co.,103.72,58.26,118.69
57437,12819,Montana Dakota Utilities Co.,0,0,0
45248,03542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
93440,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
75643,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
15642,05487,Duquesne Light Co.,88.77,83.03,104.34
93721,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
31313,07140,Georgia Power Co.,76.3,54.04,88.77
62223,09208,Illinois Power Co.,73.39,46.63,77.12
43008,14006,Ohio Power Co.,63.8,43.58,75.25
90747,17609,Southern California Edison Co.,144.53,119.66,157.72
25315,00733,Appalachian Power Co.,52.6,36.59,58.52
27527,03046,Carolina Power & Light Co.,74.34,57.46,90.23
86333,00803,Arizona Public Service Co.,87.13,61.11,98.47
03303,04148,"Unitil Energy Systems, Inc.",0,0,0
97064,15248,Portland General Electric Co.,75.02,58.26,82.88
18076,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
78570,03278,AEP Texas Central Co.,0,0,0
16033,20387,West Penn Power Co.,61.26,47.16,71.66
76642,17699,TXU SESCO Co.,0,0,0
67057,12698,Aquila Inc.,68.63,52.06,84.81
93458,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
61338,09208,Illinois Power Co.,73.39,46.63,77.12
20534,15270,Potomac Electric Power Co.,116.6,0,116.65
19520,14940,PECO Energy Co.,121.2,81.88,139.07
20736,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
43224,04062,Columbus Southern Power Co.,68.9,51.29,87.05
60450,04110,Commonwealth Edison Co.,76.48,55.66,86.59
77033,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
14550,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
15864,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
48320,05109,Detroit Edison Co.,85.32,59.4,102.07
52074,09162,Interstate Power & Light Co.,0,0,0
66773,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
95348,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
79837,05701,El Paso Electric Co.,102.73,68.45,120.86
97457,14354,PacifiCorp.,59.39,40.36,69.43
61319,04110,Commonwealth Edison Co.,76.48,55.66,86.59
50833,09162,Interstate Power & Light Co.,0,0,0
24216,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24566,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
76708,A3483,Oncor Electric Delivery Co.,0,0,0
53538,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
60532,04110,Commonwealth Edison Co.,76.48,55.66,86.59
43160,04062,Columbus Southern Power Co.,68.9,51.29,87.05
72530,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
24951,12796,Monongahela Power Co.,59.39,41.09,72.5
55382,13781,Northern States Power Co.,69.79,57.42,89.95
25704,00733,Appalachian Power Co.,52.6,36.59,58.52
07438,16213,Rockland Electric Co.,112.9,109.06,119.7
72173,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
75034,A3483,Oncor Electric Delivery Co.,0,0,0
02818,13214,Narragansett Electric Co.,136.93,127.63,150.98
13648,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
30577,07140,Georgia Power Co.,76.3,54.04,88.77
24898,00733,Appalachian Power Co.,52.6,36.59,58.52
29541,03046,Carolina Power & Light Co.,74.34,57.46,90.23
56239,14232,Otter Tail Power Co.,64.49,50.72,74.26
08833,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
76103,A3483,Oncor Electric Delivery Co.,0,0,0
19977,05027,Delmarva Power & Light Co.,103.72,58.26,118.69
83448,14354,PacifiCorp.,59.39,40.36,69.43
55389,13781,Northern States Power Co.,69.79,57.42,89.95
14555,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
55386,13781,Northern States Power Co.,69.79,57.42,89.95
18326,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
17885,20387,West Penn Power Co.,61.26,47.16,71.66
29653,05416,Duke Power Co.,63.62,44.52,78.13
14895,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
54548,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
04265,03266,Central Maine Power Co.,129.63,0,144.58
54632,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
83455,14354,PacifiCorp.,59.39,40.36,69.43
40370,10171,Kentucky Utilities Co.,57.83,45.19,60.29
55933,09162,Interstate Power & Light Co.,0,0,0
18355,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
54026,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
50543,12341,MidAmerican Energy Co.,65.04,40.61,86.15
14206,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
31302,07140,Georgia Power Co.,76.3,54.04,88.77
13124,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
92315,17609,Southern California Edison Co.,144.53,119.66,157.72
61755,09208,Illinois Power Co.,73.39,46.63,77.12
93306,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
59008,14354,PacifiCorp.,59.39,40.36,69.43
88252,17718,Southwestern Public Service Co.,76.73,54.1,82.84
01355,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
25123,00733,Appalachian Power Co.,52.6,36.59,58.52
97108,15248,Portland General Electric Co.,75.02,58.26,82.88
98339,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
61872,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
48613,04254,Consumers Energy Co.,84.9,65.38,95.35
29682,05416,Duke Power Co.,63.62,44.52,78.13
17582,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
76635,17699,TXU SESCO Co.,0,0,0
12760,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
41727,22053,Kentucky Power Co.,67.59,42.47,64.98
45732,04062,Columbus Southern Power Co.,68.9,51.29,87.05
91367,17609,Southern California Edison Co.,144.53,119.66,157.72
48377,05109,Detroit Edison Co.,85.32,59.4,102.07
05440,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
62518,03252,Central Illinois Light Co.,65.82,52,69.39
92065,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
72166,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
46506,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
85307,00803,Arizona Public Service Co.,87.13,61.11,98.47
06092,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
59728,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
07852,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
75503,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
62539,09208,Illinois Power Co.,73.39,46.63,77.12
71485,03265,Cleco Power LLC,103.71,77.5,110.06
38740,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
54630,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
76135,A3483,Oncor Electric Delivery Co.,0,0,0
83301,09191,Idaho Power Co.,43.18,34.12,59.12
96056,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
15846,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
30173,07140,Georgia Power Co.,76.3,54.04,88.77
24382,00733,Appalachian Power Co.,52.6,36.59,58.52
11693,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
29607,05416,Duke Power Co.,63.62,44.52,78.13
58278,13781,Northern States Power Co.,69.79,57.42,89.95
14895,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
75411,A3483,Oncor Electric Delivery Co.,0,0,0
54965,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
04069,03266,Central Maine Power Co.,129.63,0,144.58
10988,14154,"Orange & Rockland Utilities, Inc.",120.91,85.38,153.98
97459,14354,PacifiCorp.,59.39,40.36,69.43
11354,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
17078,12390,Metropolitan Edison Co.,82.19,64.62,93.56
47326,04922,Dayton Power & Light Co.,75.88,63.79,94.01
14204,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
76689,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
61559,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
85743,24211,Tucson Electric Power Co.,103.76,65.74,90.9
46401,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
18229,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
17268,20387,West Penn Power Co.,61.26,47.16,71.66
73078,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
48766,04254,Consumers Energy Co.,84.9,65.38,95.35
01360,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
35031,00195,Alabama Power Co.,81.85,49.23,89.32
01089,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
25601,00733,Appalachian Power Co.,52.6,36.59,58.52
16441,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
96140,17166,Sierra Pacific Power Co.,119,96.25,128.65
63760,19436,Union Electric Co.,56.56,41.72,69.64
97229,15248,Portland General Electric Co.,75.02,58.26,82.88
26047,12796,Monongahela Power Co.,59.39,41.09,72.5
55362,13781,Northern States Power Co.,69.79,57.42,89.95
17217,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
18618,19390,"UGI Utilities, Inc.",90.78,75.54,94.85
73460,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
60113,04110,Commonwealth Edison Co.,76.48,55.66,86.59
61039,04110,Commonwealth Edison Co.,76.48,55.66,86.59
93550,17609,Southern California Edison Co.,144.53,119.66,157.72
44117,03755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
62910,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
51528,12341,MidAmerican Energy Co.,65.04,40.61,86.15
02724,11804,Massachusetts Electric Co.,160.29,159.57,154.32
61080,17535,"South Beloit Water, Gas & Electric Co.",63.56,48.03,70.25
46514,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
97534,14354,PacifiCorp.,59.39,40.36,69.43
13078,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
24340,00733,Appalachian Power Co.,52.6,36.59,58.52
57747,19545,Black Hills Power Inc.,74.6,47.79,80.97
54173,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
58438,14232,Otter Tail Power Co.,64.49,50.72,74.26
14034,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
01080,11804,Massachusetts Electric Co.,160.29,159.57,154.32
92266,00803,Arizona Public Service Co.,87.13,61.11,98.47
33710,06455,Florida Power Corp.,95.25,83.1,117.91
83355,09191,Idaho Power Co.,43.18,34.12,59.12
57272,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
41046,10171,Kentucky Utilities Co.,57.83,45.19,60.29
58008,14232,Otter Tail Power Co.,64.49,50.72,74.26
78362,03278,AEP Texas Central Co.,0,0,0
16028,20387,West Penn Power Co.,61.26,47.16,71.66
04732,11522,Maine Public Service Co.,0,0,0
92201,17609,Southern California Edison Co.,144.53,119.66,157.72
30824,07140,Georgia Power Co.,76.3,54.04,88.77
04986,03266,Central Maine Power Co.,129.63,0,144.58
72167,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
01255,11804,Massachusetts Electric Co.,160.29,159.57,154.32
68030,12341,MidAmerican Energy Co.,65.04,40.61,86.15
61710,09208,Illinois Power Co.,73.39,46.63,77.12
02184,11804,Massachusetts Electric Co.,160.29,159.57,154.32
23936,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
54241,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
21655,05027,Delmarva Power & Light Co.,103.72,58.26,118.69
02472,02886,Cambridge Electric Light Co.,171.59,164.96,211.38
17210,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
22623,15263,Potomac Edison Co.,80.14,52.31,69.2
76259,A3483,Oncor Electric Delivery Co.,0,0,0
18453,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
92823,17609,Southern California Edison Co.,144.53,119.66,157.72
96713,11843,"Maui Electric Co., Ltd.",284.49,248.54,280.46
45678,14006,Ohio Power Co.,63.8,43.58,75.25
23603,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
10576,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
25411,15263,Potomac Edison Co.,80.14,52.31,69.2
56281,13781,Northern States Power Co.,69.79,57.42,89.95
44730,13998,Ohio Edison Co.,100.63,59.53,104.78
53065,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
60618,04110,Commonwealth Edison Co.,76.48,55.66,86.59
02047,04089,Commonwealth Electric Co.,172.95,163.03,195.27
48836,04254,Consumers Energy Co.,84.9,65.38,95.35
84728,14354,PacifiCorp.,59.39,40.36,69.43
92653,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
12856,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
82005,03461,"Cheyenne Light, Fuel & Power Co.",84.51,65.97,107.35
92868,17609,Southern California Edison Co.,144.53,119.66,157.72
48746,04254,Consumers Energy Co.,84.9,65.38,95.35
62230,09208,Illinois Power Co.,73.39,46.63,77.12
45889,14006,Ohio Power Co.,63.8,43.58,75.25
12010,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
83234,14354,PacifiCorp.,59.39,40.36,69.43
50669,12341,MidAmerican Energy Co.,65.04,40.61,86.15
61942,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
79778,A3483,Oncor Electric Delivery Co.,0,0,0
49670,04254,Consumers Energy Co.,84.9,65.38,95.35
08511,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
12946,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
33904,06452,Florida Power & Light Co.,106.06,88.71,119
56052,13781,Northern States Power Co.,69.79,57.42,89.95
63621,19436,Union Electric Co.,56.56,41.72,69.64
07422,16213,Rockland Electric Co.,112.9,109.06,119.7
15451,12796,Monongahela Power Co.,59.39,41.09,72.5
51433,12341,MidAmerican Energy Co.,65.04,40.61,86.15
54021,13781,Northern States Power Co.,69.79,57.42,89.95
29611,05416,Duke Power Co.,63.62,44.52,78.13
62411,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
75459,A3483,Oncor Electric Delivery Co.,0,0,0
67445,12698,Aquila Inc.,68.63,52.06,84.81
19512,14940,PECO Energy Co.,121.2,81.88,139.07
64741,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
59831,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
61489,09208,Illinois Power Co.,73.39,46.63,77.12
54637,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
34472,06455,Florida Power Corp.,95.25,83.1,117.91
49053,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
74104,15474,PSC of Oklahoma,74.19,58.93,84.1
24120,00733,Appalachian Power Co.,52.6,36.59,58.52
16046,14716,Pennsylvania Power Co.,73.87,54.63,82.95
37656,10331,Kingsport Power Co.,56.59,37.27,53.13
57262,14232,Otter Tail Power Co.,64.49,50.72,74.26
91709,17609,Southern California Edison Co.,144.53,119.66,157.72
39455,12686,Mississippi Power Co.,81.56,51.04,101.26
60033,04110,Commonwealth Edison Co.,76.48,55.66,86.59
28906,05416,Duke Power Co.,63.62,44.52,78.13
52355,09162,Interstate Power & Light Co.,0,0,0
23071,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
45429,04922,Dayton Power & Light Co.,75.88,63.79,94.01
76596,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
80231,15466,PSC of Colorado,74.07,58.3,88.42
07035,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
90605,17609,Southern California Edison Co.,144.53,119.66,157.72
70354,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
54208,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
17363,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
90506,17609,Southern California Edison Co.,144.53,119.66,157.72
60955,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
49783,05659,Edison Sault Electric Co.,66.21,52.34,73.56
03224,15472,PSC of New Hampshire,136.75,128.88,151.42
53048,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
67515,12698,Aquila Inc.,68.63,52.06,84.81
46290,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
08075,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
46356,04110,Commonwealth Edison Co.,76.48,55.66,86.59
20874,15270,Potomac Electric Power Co.,116.6,0,116.65
57454,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
94085,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
12790,14154,"Orange & Rockland Utilities, Inc.",120.91,85.38,153.98
49408,04254,Consumers Energy Co.,84.9,65.38,95.35
33559,18454,Tampa Electric Co.,96.85,76.54,109.71
89511,17166,Sierra Pacific Power Co.,119,96.25,128.65
54750,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
64052,10000,Kansas City Power & Light Co.,60.27,46.48,71
14726,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
44011,13998,Ohio Edison Co.,100.63,59.53,104.78
44502,13998,Ohio Edison Co.,100.63,59.53,104.78
13456,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
29714,05416,Duke Power Co.,63.62,44.52,78.13
71952,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
01026,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
77024,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
96778,08287,"Hawaii Electric Light Co., Inc.",300.9,256.38,310.33
14551,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
75662,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
49849,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
30728,07140,Georgia Power Co.,76.3,54.04,88.77
63730,19436,Union Electric Co.,56.56,41.72,69.64
76088,A3483,Oncor Electric Delivery Co.,0,0,0
03456,15472,PSC of New Hampshire,136.75,128.88,151.42
07936,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
61060,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
67646,12698,Aquila Inc.,68.63,52.06,84.81
60506,04110,Commonwealth Edison Co.,76.48,55.66,86.59
48842,04254,Consumers Energy Co.,84.9,65.38,95.35
65733,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
66838,22500,Westar Energy Inc.,0,0,0
61251,04110,Commonwealth Edison Co.,76.48,55.66,86.59
83713,09191,Idaho Power Co.,43.18,34.12,59.12
75077,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
56529,13781,Northern States Power Co.,69.79,57.42,89.95
28479,03046,Carolina Power & Light Co.,74.34,57.46,90.23
13488,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
06058,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
05905,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
28587,03046,Carolina Power & Light Co.,74.34,57.46,90.23
31635,07140,Georgia Power Co.,76.3,54.04,88.77
45152,04922,Dayton Power & Light Co.,75.88,63.79,94.01
02332,04089,Commonwealth Electric Co.,172.95,163.03,195.27
13659,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
45202,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
55065,13781,Northern States Power Co.,69.79,57.42,89.95
03443,15472,PSC of New Hampshire,136.75,128.88,151.42
85388,00803,Arizona Public Service Co.,87.13,61.11,98.47
48638,04254,Consumers Energy Co.,84.9,65.38,95.35
92844,17609,Southern California Edison Co.,144.53,119.66,157.72
78851,20404,AEP Texas North Co.,0,0,0
12309,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
57053,13781,Northern States Power Co.,69.79,57.42,89.95
55420,13781,Northern States Power Co.,69.79,57.42,89.95
75144,A3483,Oncor Electric Delivery Co.,0,0,0
04076,03266,Central Maine Power Co.,129.63,0,144.58
48809,04254,Consumers Energy Co.,84.9,65.38,95.35
49614,04254,Consumers Energy Co.,84.9,65.38,95.35
70072,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
07034,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
01840,11804,Massachusetts Electric Co.,160.29,159.57,154.32
20765,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
67364,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
74367,15474,PSC of Oklahoma,74.19,58.93,84.1
53502,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
73096,15474,PSC of Oklahoma,74.19,58.93,84.1
61358,04110,Commonwealth Edison Co.,76.48,55.66,86.59
50629,12341,MidAmerican Energy Co.,65.04,40.61,86.15
10547,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
84763,14354,PacifiCorp.,59.39,40.36,69.43
14456,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
14551,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
93633,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
46143,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
50234,09162,Interstate Power & Light Co.,0,0,0
23076,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
11211,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
32948,06452,Florida Power & Light Co.,106.06,88.71,119
57438,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
28360,03046,Carolina Power & Light Co.,74.34,57.46,90.23
83601,09191,Idaho Power Co.,43.18,34.12,59.12
01570,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
30625,07140,Georgia Power Co.,76.3,54.04,88.77
41636,22053,Kentucky Power Co.,67.59,42.47,64.98
60050,04110,Commonwealth Edison Co.,76.48,55.66,86.59
06478,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
04746,11522,Maine Public Service Co.,0,0,0
13116,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
17101,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
53527,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
72020,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
61855,09208,Illinois Power Co.,73.39,46.63,77.12
35131,00195,Alabama Power Co.,81.85,49.23,89.32
14036,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
48767,05109,Detroit Edison Co.,85.32,59.4,102.07
79005,17718,Southwestern Public Service Co.,76.73,54.1,82.84
30554,07140,Georgia Power Co.,76.3,54.04,88.77
20769,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
54512,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
64772,12698,Aquila Inc.,68.63,52.06,84.81
92259,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
93933,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
98272,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
90808,17609,Southern California Edison Co.,144.53,119.66,157.72
20855,15270,Potomac Electric Power Co.,116.6,0,116.65
15078,20387,West Penn Power Co.,61.26,47.16,71.66
06264,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
31764,07140,Georgia Power Co.,76.3,54.04,88.77
14031,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
27941,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
45662,14006,Ohio Power Co.,63.8,43.58,75.25
77458,03278,AEP Texas Central Co.,0,0,0
45148,03542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
63863,19436,Union Electric Co.,56.56,41.72,69.64
39170,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
49448,04254,Consumers Energy Co.,84.9,65.38,95.35
77071,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
46788,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
23430,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
61310,04110,Commonwealth Edison Co.,76.48,55.66,86.59
83346,09191,Idaho Power Co.,43.18,34.12,59.12
64676,12698,Aquila Inc.,68.63,52.06,84.81
49013,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
50669,09162,Interstate Power & Light Co.,0,0,0
60941,04110,Commonwealth Edison Co.,76.48,55.66,86.59
41135,22053,Kentucky Power Co.,67.59,42.47,64.98
14070,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
13408,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
25688,22053,Kentucky Power Co.,67.59,42.47,64.98
77568,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
94116,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
25547,00733,Appalachian Power Co.,52.6,36.59,58.52
08640,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
84745,14354,PacifiCorp.,59.39,40.36,69.43
01851,11804,Massachusetts Electric Co.,160.29,159.57,154.32
41522,22053,Kentucky Power Co.,67.59,42.47,64.98
03110,15472,PSC of New Hampshire,136.75,128.88,151.42
31546,07140,Georgia Power Co.,76.3,54.04,88.77
46403,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
73705,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
16735,20387,West Penn Power Co.,61.26,47.16,71.66
59081,14354,PacifiCorp.,59.39,40.36,69.43
70068,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
46805,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
76432,A3483,Oncor Electric Delivery Co.,0,0,0
78413,03278,AEP Texas Central Co.,0,0,0
22827,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
62011,09208,Illinois Power Co.,73.39,46.63,77.12
83814,20169,Avista Corp.,72.22,45.09,65.6
17044,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
95697,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
28385,03046,Carolina Power & Light Co.,74.34,57.46,90.23
01752,11804,Massachusetts Electric Co.,160.29,159.57,154.32
16053,20387,West Penn Power Co.,61.26,47.16,71.66
38720,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
61047,04110,Commonwealth Edison Co.,76.48,55.66,86.59
15540,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
62320,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
20747,15270,Potomac Electric Power Co.,116.6,0,116.65
27939,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
78828,03278,AEP Texas Central Co.,0,0,0
08830,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
